Id,pais,provincia_departamento,ciudad,property_type,operation_type,rooms,bedrooms,bathrooms,surface_total,currency,price
247,Argentina,Capital Federal,Constitución,Departamento,Venta,3.0,2.0,1.0,54.0,USD,58000.0
248,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,2.0,2.0,2.0,69.0,USD,107349.0
249,Colombia,Valle del Cauca,Jamundí,Apartamento,Venta,3.0,3.0,3.0,111.0,USD,96339.0
250,Argentina,Capital Federal,San Nicolás,Departamento,Venta,1.0,1.0,1.0,19.0,USD,59000.0
251,Argentina,Capital Federal,Puerto Madero,Departamento,Venta,3.0,2.0,3.0,192.0,USD,1090000.0
252,Colombia,Cundinamarca,Chía,Apartamento,Venta,3.0,3.0,2.0,61.0,USD,49271.0
253,Colombia,Antioquia,Medellín,Apartamento,Venta,3.0,3.0,2.0,75.0,USD,74319.0
254,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,1.0,1.0,1.0,32.0,USD,55900.0
255,Argentina,Córdoba,Córdoba,Departamento,Venta,3.0,2.0,2.0,80.0,USD,135000.0
256,Argentina,Neuquén,Neuquén,Departamento,Venta,4.0,2.0,1.0,60.0,USD,168000.0
257,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,1.0,50.0,USD,54500.0
258,Colombia,Santander,Bucaramanga,Apartamento,Venta,3.0,3.0,3.0,140.0,USD,104597.0
259,Argentina,Bs.As. G.B.A. Zona Sur,Avellaneda,Departamento,Venta,3.0,3.0,1.0,62.0,USD,99900.0
260,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,1.0,68.0,USD,44041.0
261,Argentina,Capital Federal,Recoleta,Departamento,Venta,2.0,1.0,1.0,35.0,USD,119000.0
262,Argentina,Capital Federal,Palermo,Departamento,Venta,4.0,3.0,2.0,195.0,USD,795000.0
263,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,Venta,2.0,1.0,1.0,67.0,USD,135000.0
264,Argentina,Capital Federal,Palermo,Departamento,Venta,2.0,1.0,1.0,38.0,USD,132000.0
265,Argentina,Capital Federal,Caballito,Departamento,Venta,2.0,1.0,1.0,38.0,USD,73000.0
266,Argentina,Capital Federal,Puerto Madero,Departamento,Venta,3.0,2.0,2.0,159.0,USD,1050000.0
267,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,1.0,1.0,2.0,67.0,USD,148637.0
268,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,35.0,USD,75000.0
269,Colombia,Antioquia,Bello,Apartamento,Venta,3.0,3.0,2.0,53.0,USD,48170.0
270,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,2.0,1.0,1.0,28.0,USD,45000.0
271,Argentina,Capital Federal,Palermo,Departamento,Venta,2.0,1.0,1.0,27.0,USD,88000.0
272,Argentina,Bs.As. G.B.A. Zona Norte,San Miguel,Departamento,Venta,2.0,1.0,1.0,40.0,USD,60000.0
273,Colombia,Antioquia,Bello,Apartamento,Venta,3.0,3.0,2.0,55.0,USD,41288.0
274,Argentina,Capital Federal,Once,Departamento,Venta,2.0,1.0,1.0,33.0,USD,68000.0
275,Argentina,Capital Federal,Recoleta,Departamento,Venta,7.0,4.0,3.0,249.0,USD,1500000.0
276,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,2.0,87.0,USD,77071.0
277,Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,Departamento,Venta,3.0,2.0,1.0,77.0,USD,235000.0
278,Argentina,Capital Federal,Recoleta,Departamento,Venta,1.0,1.0,1.0,27.0,USD,79900.0
279,Argentina,Capital Federal,Recoleta,Departamento,Venta,2.0,1.0,1.0,23.0,USD,90000.0
280,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,2.0,82.0,USD,101844.0
281,Colombia,Atlántico,Barranquilla,Apartamento,Venta,1.0,1.0,2.0,63.0,USD,83050.0
282,Colombia,Antioquia,Bello,Apartamento,Venta,3.0,3.0,2.0,54.0,USD,50922.0
283,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,1.0,1.0,1.0,34.0,USD,75695.0
284,Colombia,Atlántico,Barranquilla,Apartamento,Venta,3.0,3.0,2.0,98.0,USD,68814.0
285,Argentina,Bs.As. G.B.A. Zona Norte,Pilar,Departamento,Venta,3.0,2.0,1.0,110.0,USD,95000.0
286,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,50.0,USD,105000.0
287,Colombia,Atlántico,Barranquilla,Apartamento,Venta,4.0,4.0,3.0,250.0,USD,187173.0
288,Argentina,Capital Federal,Villa Crespo,Departamento,Venta,2.0,1.0,1.0,42.0,USD,100000.0
289,Argentina,Capital Federal,Villa Crespo,Departamento,Venta,4.0,3.0,1.0,82.0,USD,185000.0
290,Argentina,Santa Fe,Rosario,Departamento,Venta,1.0,1.0,1.0,24.0,USD,40000.0
291,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,Venta,4.0,3.0,2.0,93.0,USD,320000.0
292,Argentina,Capital Federal,Recoleta,Departamento,Venta,7.0,4.0,3.0,248.0,USD,790000.0
293,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,4.0,231.0,USD,536746.0
294,Argentina,Santa Fe,Rosario,Departamento,Venta,3.0,2.0,1.0,69.0,USD,123000.0
295,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,2.0,63.0,USD,49546.0
296,Argentina,Capital Federal,Chacarita,Departamento,Venta,2.0,1.0,1.0,40.0,USD,99000.0
297,Colombia,Antioquia,Medellín,Apartamento,Venta,3.0,3.0,2.0,96.0,USD,104597.0
298,Argentina,Bs.As. G.B.A. Zona Norte,Pilar,Departamento,Venta,2.0,1.0,1.0,43.0,USD,91000.0
299,Colombia,Cundinamarca,Madrid,Apartamento,Venta,3.0,3.0,2.0,46.0,USD,41288.0
300,Argentina,Capital Federal,Palermo,Departamento,Venta,2.0,1.0,1.0,42.0,USD,97400.0
301,Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,Departamento,Venta,3.0,2.0,1.0,90.0,USD,450000.0
302,Argentina,Santa Fe,Rosario,Departamento,Venta,3.0,2.0,1.0,65.0,USD,89000.0
303,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,2.0,90.0,USD,101844.0
304,Argentina,Capital Federal,Almagro,Departamento,Venta,2.0,1.0,1.0,41.0,USD,97000.0
305,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,52.0,USD,77000.0
306,Argentina,Capital Federal,Almagro,Departamento,Venta,4.0,3.0,3.0,101.0,USD,250000.0
307,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,1.0,1.0,2.0,56.0,USD,126617.0
308,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,2.0,2.0,3.0,86.0,USD,173410.0
309,Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,Venta,2.0,1.0,1.0,45.0,USD,80000.0
310,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Departamento,Venta,2.0,1.0,1.0,59.0,USD,130000.0
311,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,2.0,92.0,USD,121112.0
312,Argentina,Capital Federal,Barrio Norte,Departamento,Venta,1.0,1.0,1.0,25.0,USD,75000.0
313,Argentina,Capital Federal,Balvanera,Departamento,Venta,2.0,1.0,1.0,35.0,USD,79500.0
314,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,2.0,2.0,3.0,120.0,USD,302780.0
315,Colombia,Antioquia,Sabaneta,Apartamento,Venta,3.0,3.0,2.0,66.0,USD,63309.0
316,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,2.0,1.0,1.0,39.0,USD,75000.0
317,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,3.0,2.0,1.0,60.0,USD,98000.0
318,Argentina,Capital Federal,Chacarita,Departamento,Venta,4.0,3.0,1.0,95.0,USD,172000.0
319,Argentina,Capital Federal,San Nicolás,Departamento,Venta,1.0,1.0,1.0,22.0,USD,55000.0
320,Argentina,Capital Federal,Barrio Norte,Departamento,Venta,4.0,3.0,2.0,110.0,USD,249000.0
321,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,1.0,1.0,1.0,60.0,USD,118359.0
322,Argentina,Capital Federal,Almagro,Departamento,Venta,3.0,2.0,2.0,76.0,USD,199500.0
323,Argentina,Capital Federal,Palermo,Departamento,Venta,2.0,1.0,1.0,47.0,USD,115000.0
324,Argentina,Capital Federal,Recoleta,Departamento,Venta,1.0,1.0,1.0,30.0,USD,125000.0
325,Colombia,Atlántico,Barranquilla,Apartamento,Venta,3.0,3.0,2.0,115.0,USD,115607.0
326,Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Departamento,Venta,2.0,1.0,1.0,43.0,USD,20000.0
327,Argentina,Capital Federal,Belgrano,Departamento,Venta,4.0,3.0,4.0,128.0,USD,630000.0
328,Colombia,Atlántico,Barranquilla,Apartamento,Venta,3.0,3.0,3.0,192.0,USD,121112.0
329,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,1.0,62.0,USD,42664.0
330,Argentina,Capital Federal,Palermo,Departamento,Venta,4.0,3.0,2.0,97.0,USD,149000.0
331,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Departamento,Venta,2.0,1.0,1.0,46.0,USD,89500.0
332,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,4.0,200.0,USD,335811.0
333,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,3.0,2.0,1.0,50.0,USD,95000.0
334,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Departamento,Venta,4.0,3.0,2.0,127.0,USD,305000.0
335,Argentina,Capital Federal,Palermo,Departamento,Venta,3.0,2.0,2.0,89.0,USD,359000.0
336,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,3.0,111.0,USD,192678.0
337,Argentina,Capital Federal,Liniers,Departamento,Venta,2.0,2.0,1.0,107.0,USD,110000.0
338,Argentina,Capital Federal,San Nicolás,Departamento,Venta,2.0,1.0,1.0,38.0,USD,100000.0
339,Argentina,Capital Federal,Palermo,Departamento,Venta,3.0,2.0,1.0,65.0,USD,133000.0
340,Argentina,Capital Federal,Congreso,Departamento,Venta,4.0,2.0,2.0,120.0,USD,209000.0
341,Argentina,Capital Federal,Villa Devoto,Departamento,Venta,3.0,2.0,1.0,51.0,USD,89900.0
342,Colombia,Atlántico,Barranquilla,Apartamento,Venta,1.0,1.0,2.0,58.0,USD,52298.0
343,Argentina,Capital Federal,Palermo,Departamento,Venta,2.0,1.0,1.0,36.0,USD,110000.0
344,Argentina,Capital Federal,Belgrano,Departamento,Venta,2.0,1.0,2.0,64.0,USD,209533.0
345,Colombia,Antioquia,Sabaneta,Apartamento,Venta,2.0,2.0,2.0,75.0,USD,68814.0
346,Argentina,Capital Federal,Chacarita,Departamento,Venta,2.0,1.0,1.0,31.0,USD,65000.0
347,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,57.0,USD,61858.0
348,Colombia,Antioquia,Rionegro,Apartamento,Venta,2.0,2.0,2.0,66.0,USD,89458.0
349,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,Venta,3.0,2.0,2.0,80.0,USD,200000.0
350,Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,Venta,4.0,3.0,3.0,140.0,USD,235000.0
351,Colombia,Antioquia,Medellín,Apartamento,Venta,2.0,2.0,2.0,65.0,USD,48170.0
352,Argentina,Capital Federal,Caballito,Departamento,Venta,1.0,1.0,1.0,42.0,USD,128000.0
353,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,3.0,117.0,USD,123865.0
354,Colombia,Norte de Santander,Los Patios,Apartamento,Venta,2.0,2.0,3.0,114.0,USD,68814.0
355,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,3.0,2.0,2.0,85.0,USD,75000.0
356,Argentina,Capital Federal,Palermo,Departamento,Venta,4.0,3.0,2.0,75.0,USD,195000.0
357,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,2.0,1.0,1.0,28.0,USD,63900.0
358,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Departamento,Venta,3.0,2.0,1.0,70.0,USD,123500.0
359,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,4.0,150.0,USD,79824.0
360,Argentina,Capital Federal,Congreso,Departamento,Venta,2.0,1.0,1.0,34.0,USD,76000.0
361,Argentina,Capital Federal,Palermo,Departamento,Venta,2.0,1.0,1.0,41.0,USD,145000.0
362,Argentina,Bs.As. G.B.A. Zona Oeste,Morón,Departamento,Venta,2.0,1.0,1.0,40.0,USD,75000.0
363,Argentina,Capital Federal,Boca,Departamento,Venta,4.0,3.0,1.0,76.0,USD,120000.0
364,Argentina,Capital Federal,Barrio Norte,Departamento,Venta,2.0,1.0,1.0,31.0,USD,89000.0
365,Argentina,Capital Federal,Floresta,Departamento,Venta,3.0,2.0,1.0,69.0,USD,149900.0
366,Colombia,Antioquia,Envigado,Apartamento,Venta,3.0,3.0,2.0,68.0,USD,72942.0
367,Argentina,Capital Federal,Palermo,Departamento,Venta,2.0,1.0,1.0,42.0,USD,130000.0
368,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,3.0,157.0,USD,233141.0
369,Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,Venta,1.0,1.0,1.0,30.0,USD,60000.0
370,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,2.0,2.0,2.0,71.0,USD,122250.0
371,Colombia,Antioquia,Sabaneta,Apartamento,Venta,2.0,2.0,2.0,60.0,USD,66061.0
372,Argentina,Buenos Aires Costa Atlántica,Pinamar,Departamento,Venta,4.0,3.0,3.0,104.0,USD,139000.0
373,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,2.0,1.0,1.0,36.0,USD,73900.0
374,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,4.0,3.0,3.0,144.0,USD,370000.0
375,Argentina,Bs.As. G.B.A. Zona Oeste,Morón,Departamento,Venta,2.0,1.0,1.0,35.0,USD,43500.0
376,Argentina,Capital Federal,Centro / Microcentro,Departamento,Venta,2.0,1.0,1.0,42.0,USD,110000.0
377,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,3.0,168.0,USD,104597.0
378,Argentina,Capital Federal,Barrio Norte,Departamento,Venta,2.0,1.0,1.0,33.0,USD,114900.0
379,Colombia,Valle del Cauca,Cali,Apartamento,Venta,2.0,2.0,2.0,56.0,USD,38536.0
380,Argentina,Capital Federal,Palermo,Departamento,Venta,3.0,2.0,1.0,70.0,USD,135000.0
381,Argentina,Río Negro,General Roca,Departamento,Venta,4.0,2.0,2.0,95.0,USD,180000.0
382,Colombia,Cundinamarca,Gachancipá,Apartamento,Venta,3.0,3.0,1.0,53.0,USD,38536.0
383,Argentina,Capital Federal,Almagro,Departamento,Venta,2.0,1.0,1.0,37.0,USD,85000.0
384,Argentina,Capital Federal,Recoleta,Departamento,Venta,5.0,3.0,1.0,135.0,USD,390000.0
385,Argentina,Córdoba,Punilla,Departamento,Venta,4.0,2.0,1.0,64.0,USD,65000.0
386,Argentina,Capital Federal,Recoleta,Departamento,Venta,2.0,1.0,1.0,37.0,USD,105000.0
387,Argentina,Capital Federal,Centro / Microcentro,Departamento,Venta,3.0,2.0,2.0,85.0,USD,145000.0
388,Argentina,Capital Federal,San Nicolás,Departamento,Venta,5.0,3.0,2.0,116.0,USD,235000.0
389,Argentina,Capital Federal,San Telmo,Departamento,Venta,2.0,1.0,1.0,45.0,USD,160000.0
390,Argentina,Santa Fe,Rosario,Departamento,Venta,3.0,1.0,1.0,35.0,USD,71500.0
391,Argentina,Capital Federal,Villa Lugano,Departamento,Venta,3.0,2.0,1.0,50.0,USD,47000.0
392,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,3.0,171.0,USD,371594.0
393,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,Venta,3.0,2.0,2.0,88.0,USD,250000.0
394,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,Venta,5.0,2.0,1.0,70.0,USD,190000.0
395,Argentina,Capital Federal,Villa Crespo,Departamento,Venta,2.0,1.0,1.0,37.0,USD,85000.0
396,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,2.0,86.0,USD,121112.0
397,Colombia,Atlántico,Barranquilla,Apartamento,Venta,3.0,3.0,2.0,99.0,USD,77071.0
398,Colombia,Atlántico,Barranquilla,Apartamento,Venta,3.0,3.0,2.0,98.0,USD,63309.0
399,Argentina,Capital Federal,Villa Urquiza,Departamento,Venta,2.0,1.0,1.0,41.0,USD,120000.0
400,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,2.0,150.0,USD,220204.0
401,Argentina,Capital Federal,Recoleta,Departamento,Venta,3.0,2.0,3.0,115.0,USD,340000.0
402,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,48.0,USD,93000.0
403,Argentina,Capital Federal,Congreso,Departamento,Venta,3.0,2.0,2.0,74.0,USD,145000.0
404,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,3.0,158.0,USD,302780.0
405,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,3.0,240.0,USD,440407.0
406,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,2.0,108.0,USD,63309.0
407,Colombia,Antioquia,Envigado,Apartamento,Venta,3.0,3.0,3.0,117.0,USD,165153.0
408,Argentina,Santa Fe,Rosario,Departamento,Venta,1.0,1.0,1.0,18.0,USD,29000.0
409,Argentina,Capital Federal,Las Cañitas,Departamento,Venta,5.0,4.0,2.0,240.0,USD,850000.0
410,Argentina,Bs.As. G.B.A. Zona Norte,Pilar,Departamento,Venta,2.0,1.0,2.0,48.0,USD,159900.0
411,Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,Departamento,Venta,3.0,2.0,1.0,59.0,USD,69000.0
412,Colombia,Antioquia,Medellín,Apartamento,Venta,3.0,3.0,2.0,110.0,USD,55051.0
413,Argentina,Capital Federal,Palermo,Departamento,Venta,2.0,1.0,1.0,33.0,USD,95000.0
414,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,34.0,USD,49500.0
415,Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Departamento,Venta,2.0,1.0,1.0,49.0,USD,65000.0
416,Argentina,Capital Federal,Almagro,Departamento,Venta,4.0,3.0,1.0,100.0,USD,165000.0
417,Argentina,Capital Federal,Belgrano,Departamento,Venta,1.0,1.0,1.0,39.0,USD,120000.0
418,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,34.0,USD,47000.0
419,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,46.0,USD,90000.0
420,Argentina,Capital Federal,Barrio Norte,Departamento,Venta,2.0,1.0,1.0,41.0,USD,82000.0
421,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,2.0,61.0,USD,79824.0
422,Argentina,Santa Fe,Rosario,Departamento,Venta,5.0,4.0,3.0,145.0,USD,550000.0
423,Argentina,Capital Federal,Belgrano,Departamento,Venta,4.0,3.0,3.0,112.0,USD,600000.0
424,Argentina,Capital Federal,Almagro,Departamento,Venta,4.0,3.0,1.0,100.0,USD,174500.0
425,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,3.0,158.0,USD,217451.0
426,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,2.0,2.0,3.0,152.0,USD,302780.0
427,Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Departamento,Venta,2.0,1.0,1.0,40.0,USD,77000.0
428,Colombia,Atlántico,Barranquilla,Apartamento,Venta,3.0,3.0,2.0,79.0,USD,57803.0
429,Colombia,Antioquia,Envigado,Apartamento,Venta,3.0,3.0,5.0,165.0,USD,169282.0
430,Argentina,Mendoza,Mendoza,Departamento,Venta,4.0,2.0,2.0,80.0,USD,125000.0
431,Argentina,Capital Federal,Colegiales,Departamento,Venta,4.0,3.0,1.0,80.0,USD,150000.0
432,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,35.0,USD,64000.0
433,Colombia,Santander,Bucaramanga,Apartamento,Venta,4.0,4.0,4.0,204.0,USD,206441.0
434,Argentina,Capital Federal,Barrio Norte,Departamento,Venta,5.0,4.0,2.0,120.0,USD,285000.0
435,Argentina,Capital Federal,Almagro,Departamento,Venta,2.0,1.0,1.0,32.0,USD,80000.0
436,Argentina,Capital Federal,Palermo,Departamento,Venta,3.0,2.0,2.0,66.0,USD,184700.0
437,Colombia,Antioquia,Medellín,Apartamento,Venta,2.0,2.0,3.0,109.0,USD,188549.0
438,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,2.0,2.0,1.0,42.0,USD,44041.0
439,Colombia,Valle del Cauca,Cali,Apartamento,Venta,2.0,2.0,3.0,137.0,USD,137627.0
440,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,3.0,178.0,USD,302780.0
441,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,3.0,164.0,USD,247729.0
442,Argentina,Capital Federal,Barrio Norte,Departamento,Venta,3.0,2.0,2.0,88.0,USD,180000.0
443,Argentina,Capital Federal,Villa Ortuzar,Departamento,Venta,2.0,1.0,1.0,45.0,USD,85000.0
444,Argentina,Capital Federal,Palermo,Departamento,Venta,5.0,3.0,3.0,281.0,USD,770000.0
445,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,2.0,75.0,USD,114905.0
446,Argentina,Capital Federal,Pompeya,Departamento,Venta,3.0,2.0,1.0,59.0,USD,58000.0
447,Argentina,Capital Federal,Recoleta,Departamento,Venta,7.0,4.0,4.0,318.0,USD,1900000.0
448,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,2.0,83.0,USD,82576.0
449,Argentina,Córdoba,Córdoba,Departamento,Venta,1.0,1.0,1.0,29.0,USD,45000.0
450,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,Venta,4.0,3.0,3.0,92.0,USD,290000.0
451,Colombia,Antioquia,Bello,Apartamento,Venta,2.0,2.0,2.0,54.0,USD,53675.0
452,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,4.0,329.0,USD,853289.0
453,Argentina,Capital Federal,Caballito,Departamento,Venta,2.0,1.0,1.0,37.0,USD,83000.0
454,Colombia,Antioquia,Medellín,Apartamento,Venta,3.0,3.0,3.0,150.0,USD,151390.0
455,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,2.0,1.0,1.0,30.0,USD,63900.0
456,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,3.0,127.0,USD,188549.0
457,Argentina,Capital Federal,Villa del Parque,Departamento,Venta,3.0,2.0,1.0,59.0,USD,99000.0
458,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,45.0,USD,85394.0
459,Argentina,Capital Federal,Recoleta,Departamento,Venta,2.0,1.0,1.0,40.0,USD,150000.0
460,Argentina,Santa Fe,Rosario,Departamento,Venta,4.0,3.0,2.0,138.0,USD,621000.0
461,Argentina,Capital Federal,Barrio Norte,Departamento,Venta,5.0,3.0,2.0,105.0,USD,315000.0
462,Argentina,Capital Federal,Palermo,Departamento,Venta,1.0,1.0,1.0,23.0,USD,76000.0
463,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Departamento,Venta,4.0,3.0,1.0,61.0,USD,77000.0
464,Argentina,Capital Federal,Paternal,Departamento,Venta,2.0,1.0,1.0,43.0,USD,82000.0
465,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,3.0,107.0,USD,184971.0
466,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,2.0,56.0,USD,41288.0
467,Argentina,Capital Federal,Palermo,Departamento,Venta,2.0,1.0,1.0,47.0,USD,101000.0
468,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Departamento,Venta,3.0,2.0,1.0,58.0,USD,100000.0
469,Colombia,Atlántico,Barranquilla,Apartamento,Venta,3.0,3.0,3.0,100.0,USD,92761.0
470,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,3.0,103.0,USD,99092.0
471,Argentina,Capital Federal,San Telmo,Departamento,Venta,1.0,1.0,1.0,17.0,USD,55000.0
472,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,2.0,85.0,USD,88081.0
473,Argentina,Bs.As. G.B.A. Zona Norte,San Miguel,Departamento,Venta,3.0,2.0,2.0,54.0,USD,115000.0
474,Argentina,Capital Federal,Belgrano,Departamento,Venta,2.0,1.0,1.0,30.0,USD,87000.0
475,Argentina,Capital Federal,Belgrano,Departamento,Venta,6.0,4.0,3.0,183.0,USD,550000.0
476,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,2.0,1.0,1.0,38.0,USD,89900.0
477,Argentina,Capital Federal,Recoleta,Departamento,Venta,2.0,1.0,1.0,39.0,USD,158000.0
478,Argentina,Capital Federal,Palermo,Departamento,Venta,2.0,1.0,1.0,60.0,USD,225000.0
479,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,2.0,90.0,USD,107349.0
480,Argentina,Capital Federal,Las Cañitas,Departamento,Venta,5.0,4.0,2.0,240.0,USD,850000.0
481,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,38.0,USD,105000.0
482,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,2.0,72.0,USD,84778.0
483,Argentina,Capital Federal,Almagro,Departamento,Venta,2.0,1.0,1.0,40.0,USD,83000.0
484,Argentina,Santa Fe,Rosario,Departamento,Venta,4.0,2.0,2.0,70.0,USD,130000.0
485,Argentina,Capital Federal,Almagro,Departamento,Venta,2.0,1.0,1.0,32.0,USD,80000.0
486,Argentina,Capital Federal,Recoleta,Departamento,Venta,1.0,1.0,1.0,34.0,USD,188000.0
487,Argentina,Capital Federal,Parque Patricios,Departamento,Venta,2.0,1.0,1.0,52.0,USD,115000.0
488,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,2.0,2.0,2.0,109.0,USD,140380.0
489,Argentina,Capital Federal,Balvanera,Departamento,Venta,5.0,3.0,2.0,92.0,USD,120000.0
490,Argentina,Capital Federal,Villa Crespo,Departamento,Venta,2.0,1.0,1.0,39.0,USD,85000.0
491,Colombia,Risaralda,Pereira,Apartamento,Venta,3.0,3.0,3.0,83.0,USD,82576.0
492,Argentina,Capital Federal,Palermo,Departamento,Venta,3.0,2.0,2.0,66.0,USD,168000.0
493,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,40.0,USD,70000.0
494,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,3.0,2.0,2.0,95.0,USD,260000.0
495,Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Departamento,Venta,1.0,1.0,1.0,30.0,USD,60000.0
