App,Category,Rating,Reviews,Type,content_rating,new_genres,date_update,new_day,new_year,size_kb,new_installs,new_price,new_month_num,new_version,new_subversion,min_android
MOMOLAND BBoom BBoom,Libraries_and_demo,1,2580,Free,Everyone,Libraries & Demo,2018-03-08,8,2018,20000,1e+05,0,3,2,0,2.3
EU Flags Free Live Wallpaper,Personalization,0,730,Free,Everyone,Personalization,2013-11-18,18,2013,2300,1e+05,0,11,1,,2.1
Glide - Video Chat Messenger,Communication,1,350154,Free,Everyone,Communication,2018-07-29,29,2018,,1e+07,0,7,,,
CamScanner (License),Productivity,1,26358,Paid,Everyone,Productivity,2014-01-17,17,2014,50,5e+05,1.99,1,1,7,2
Debra Care Conference,Business,1,0,Free,Everyone,Business,2018-06-15,15,2018,30000,50,0,6,5,29,5
AZ Camera - Manual Pro Cam,Photography,0,2332,Free,Everyone,Photography,2015-08-28,28,2015,1600,1e+05,0,8,2,2,5
Digital FM Brasília DF,Family,1,5,Free,Everyone,Entertainment,2017-09-22,22,2017,1400,100,0,9,1,0,2.3
Comics Reader,Comics,0,4496,Free,Everyone,Comics,2017-10-29,29,2017,609,1e+05,0,10,2,3,2.3
Cymath - Math Problem Solver,Family,1,10159,Free,Everyone,Education,2018-04-13,13,2018,6400,1e+06,0,4,2,17,4.1
My Android Device S/W & H/W,Family,1,681,Free,Everyone,Education,2015-11-20,20,2015,2800,50000,0,11,1,1,2.3
FH Kufstein App,Family,1,9,Free,Everyone,Education,2017-11-20,20,2017,20000,500,0,11,2,3,4.4
U-Haul,Travel_and_local,0,852,Free,Everyone,Travel & Local,2018-07-31,31,2018,37000,1e+05,0,7,2,2,4.4
Tee and Mo Bath Time Free,Family,0,418,Free,Everyone,Education,2016-11-07,7,2016,97000,1e+05,0,11,1,0,
EHS Dongsen Shopping,Shopping,0,3656,Free,Teen,Shopping,2018-08-03,3,2018,9000,1e+06,0,8,4,16,4.1
MC.Fitting,Productivity,1,130,Paid,Everyone,Productivity,2017-05-03,3,2017,3400,1000,8.49,5,12,0,1.6
CI SA,Business,1,0,Free,Everyone,Business,2018-06-11,11,2018,10000,10,0,6,1,0,4.1
Nights at Cube Pizzeria 3D – 3,Family,0,15875,Free,Teen,Simulation,2017-03-03,3,2017,40000,1e+06,0,3,1,5,4.2
AppClose - The #1 FREE Co-Parenting App,Parenting,0,159,Free,Everyone,Parenting,2018-07-31,31,2018,85000,10000,0,7,2,1,4.4
SQLite DB Reader,Tools,0,301,Free,Everyone,Tools,2017-11-28,28,2017,2300,50000,0,11,1,2,4
NOOK Audiobooks,Books_and_reference,0,2539,Free,Everyone,Books & Reference,2018-07-26,26,2018,8600,5e+05,0,7,,1,4.1
DYPSOET,Family,1,8,Free,Everyone,Education,2018-08-07,7,2018,7400,50,0,8,1,0,4.1
AE City Jump,Game,1,804,Free,Everyone,Action,2018-07-18,18,2018,27000,10000,0,7,1,0,4
Breastfeeding Tracker Baby Log,Medical,1,6,Free,Everyone,Medical,2018-07-20,20,2018,23000,100,0,7,1,3,5
F-Secure AV Test,Tools,1,1250,Free,Everyone,Tools,2018-03-06,6,2018,241,50000,0,3,1,0,
VivaVideo - Video Editor & Photo Movie,Video_players,1,9879473,Free,Teen,Video Players & Editors,2018-08-04,4,2018,40000,1e+08,0,8,7,2,4.1
Smart File Manager,Productivity,1,17415,Free,Everyone,Productivity,2018-07-05,5,2018,4100,1e+06,0,7,3,5,4
Ice Cream Jump,Family,1,141363,Free,Everyone,Casual,2018-01-21,21,2018,8700,1e+07,0,1,1,20,2.3
Koran Read &MP3 30 Juz Offline,Books_and_reference,1,29551,Free,Everyone,Books & Reference,2018-04-06,6,2018,67000,1e+06,0,4,1,0,
Latest 2018 Home Designs,House_and_home,1,174,Free,Everyone,House & Home,2018-07-26,26,2018,8700,10000,0,7,1,1,2.3
AH Alarm Panel,Tools,0,7,Paid,Everyone,Tools,2011-05-12,12,2011,81,100,4.99,5,1,2,1.5
Google Chrome: Fast & Secure,Communication,1,9642995,Free,Everyone,Communication,2018-08-01,1,2018,,1e+09,0,8,,,
payermonstationnement.fr,Maps_and_navigation,1,38,Free,Everyone,Maps & Navigation,2018-06-13,13,2018,9800,5000,0,6,2,0,4
Permit Test CO Colorado DMV,Family,1,41,Free,Everyone,Education,2017-06-15,15,2017,11000,1000,0,6,2,6,4.1
"busuu: Learn Languages - Spanish, English & More",Education,1,206527,Free,Everyone 10+,Education,2018-08-01,1,2018,21000,1e+07,0,8,13,9,5
Good room network fast rent,House_and_home,0,2758,Free,Everyone,House & Home,2018-06-25,25,2018,8600,5e+05,0,6,4,2,4
Soul Mate,Dating,1,0,Free,Mature 17+,Dating,2018-07-19,19,2018,4400,10,0,7,4,5,
Burner - Free Phone Number,Communication,1,14873,Free,Everyone,Communication,2018-07-12,12,2018,,1e+06,0,7,,,
Lezhin Comics - Daily Releases,Comics,0,28447,Free,Teen,Comics,2018-07-31,31,2018,15000,1e+06,0,7,,,
Battlefield™ Companion,Game,0,263907,Free,Everyone 10+,Action,2016-11-01,1,2016,62000,1e+07,0,11,3,0,4
Body scanner (prank),Family,0,16063,Free,Teen,Casual,2016-06-02,2,2016,3800,1e+06,0,6,3,0,2.3
senior easy phone,Personalization,0,168,Free,Teen,Personalization,2015-03-27,27,2015,2100,50000,0,3,1,0,2.3
CF-Bench,Tools,1,2132,Free,Everyone,Tools,2013-07-03,3,2013,103,1e+05,0,7,1,3,2.1
"Video Editor,Crop Video,Movie Video,Music,Effects",Video_players,1,53006,Free,Everyone,Video Players & Editors,2018-08-03,3,2018,44000,1e+06,0,8,1,5,4.4
Grenada Co-operative Bank,Finance,1,137,Free,Everyone,Finance,2013-06-26,26,2013,400,10000,0,6,2,4,1.6
Fitness & Bodybuilding,Health_and_fitness,1,95201,Free,Everyone,Health & Fitness,2018-07-09,9,2018,61000,5e+06,0,7,2,4,4.1
Spanish English Translator,Books_and_reference,1,87873,Free,Teen,Books & Reference,2018-05-28,28,2018,,1e+07,0,5,,,
Best Auto Call Recorder Free,Communication,0,7,Free,Everyone,Communication,2017-10-02,2,2017,4300,500,0,10,2,1,4.1
Mediatek SmartDevice,Tools,0,11187,Free,Everyone,Tools,2017-03-17,17,2017,7300,1e+06,0,3,,7,4
Ghosts'n Goblins MOBILE,Game,0,466,Paid,Everyone,Arcade,2017-03-28,28,2017,28000,10000,0.99,3,1,0,4.1
BEBONCOOL GAMEPAD V1.0,Game,0,404,Free,Everyone,Arcade,2017-08-30,30,2017,2200,1e+05,0,8,1,2,4
AE Bubble:Offline Bubble Games,Family,1,6973,Free,Everyone,Casual,2017-10-20,20,2017,,1e+05,0,10,,,
Analog Clock AW-7,Tools,1,2158,Free,Everyone,Tools,2018-03-07,7,2018,3000,1e+05,0,3,2,0,4.3
VIVA BH,Tools,0,2055,Free,Everyone,Tools,2018-04-09,9,2018,2600,1e+05,0,4,2,44,4
DG OFF - 100% Free Coupons & Deals,Shopping,1,1,Free,Everyone,Shopping,2018-07-11,11,2018,1100,10,0,7,1,0,4
CX Carrier Lite,Business,1,0,Free,Everyone,Business,2018-06-11,11,2018,68000,10,0,6,1,0,4
Amex Mobile,Finance,1,24729,Free,Everyone,Finance,2018-08-03,3,2018,32000,1e+06,0,8,6,7,5
Pro App for Craigslist,Shopping,1,5618,Free,Teen,Shopping,2018-05-09,9,2018,4600,5e+05,0,5,,,4.1
Cheap hotel deals and discounts — Hotellook,Travel_and_local,1,7153,Free,Everyone,Travel & Local,2018-07-30,30,2018,,1e+06,0,7,,,
"Gametime - Tickets to Sports, Concerts, Theater",Events,1,8800,Free,Everyone,Events,2018-07-17,17,2018,24000,1e+06,0,7,11,1,5
Zynga Poker – Texas Holdem,Game,1,1986068,Free,Teen,Casino,2018-07-25,25,2018,52000,5e+07,0,7,21,,4.1
Pregnant Emergency Surgery,Family,0,127229,Free,Everyone,Casual,2017-09-07,7,2017,34000,1e+07,0,9,1,1,4
Complete Spanish Movies,Entertainment,0,11656,Free,Everyone,Entertainment,2018-01-20,20,2018,4500,1e+06,0,1,1,2,
"FXNOW: Movies, Shows & Live TV",Family,0,31552,Free,Teen,Entertainment,2018-07-23,23,2018,,1e+06,0,7,,,4.4
"Domofond Real Estate. Buy, rent an apartment.",House_and_home,1,39123,Free,Everyone,House & Home,2018-08-03,3,2018,,1e+06,0,8,,,
Doctor Kids,Family,1,200450,Free,Everyone,Casual,2018-07-26,26,2018,25000,1e+07,0,7,1,39,4.1
CARDI B WALLPAPERS,Personalization,1,8,Free,Everyone,Personalization,2018-05-21,21,2018,4500,1000,0,5,3,1,
gps tracker cg,Tools,1,0,Free,Everyone,Tools,2017-05-27,27,2017,1400,50,0,5,1,0,4.1
Libre Scan (Diabetes:M addon),Medical,0,102,Free,Everyone,Medical,2017-07-09,9,2017,1200,10000,0,7,1,2,4.4
Q Quiz SK,Family,0,159,Free,Everyone,Education,2015-12-08,8,2015,39000,5000,0,12,2,3,2.3
GALAK-Z: Variant Mobile,Game,0,145,Free,Everyone,Action,2018-07-30,30,2018,79000,10000,0,7,1,7,4.4
LEGO Batman: DC Super Heroes,Family,1,2557,Paid,Everyone 10+,Adventure,2016-05-09,9,2016,5800,50000,4.99,5,,,
FK Jonava,Sports,1,1,Free,Everyone,Sports,2018-02-21,21,2018,26000,5,0,2,1,0,4.1
Check DB Benchmark,Tools,1,0,Free,Everyone,Tools,2017-03-11,11,2017,2200,100,0,3,0,9,
CV Formats 2018,Family,1,374,Free,Everyone,Education,2017-10-09,9,2017,26000,1e+05,0,10,1,0,
Pixel Draw - Number Art Coloring Book,Art_and_design,1,967,Free,Everyone,Art & Design,2018-06-20,20,2018,2800,1e+05,0,6,1,1,4.4
Speedometer with G-FORCE meter,Tools,0,415,Free,Everyone,Tools,2017-06-01,1,2017,2700,50000,0,6,7,0,2.3
Maps - Navigate & Explore,Travel_and_local,1,9235155,Free,Everyone,Travel & Local,2018-07-31,31,2018,,1e+09,0,7,,,
Buff Thun - Daily Free Webtoon / Comics / Web Fiction / Mini Game,Comics,1,9952,Free,Everyone 10+,Comics,2018-07-31,31,2018,38000,5e+05,0,7,4,3,4.1
"AliExpress - Smarter Shopping, Better Living",Shopping,1,5916606,Free,Teen,Shopping,2018-08-06,6,2018,,1e+08,0,8,,,
Pocket GMAT Math,Education,1,656,Free,Everyone,Education,2014-07-11,11,2014,556,10000,0,7,1,1,2.2
Zap-Map: EV charging points UK,Maps_and_navigation,0,181,Free,Everyone,Maps & Navigation,2018-07-06,6,2018,9800,10000,0,7,4,0,4.1
"theScore: Live Sports Scores, News, Stats & Videos",Sports,1,133825,Free,Everyone 10+,Sports,2018-07-25,25,2018,34000,1e+07,0,7,6,17,4.4
Woodland AH,Medical,1,0,Free,Everyone,Medical,2018-02-02,2,2018,,50,0,2,,0,
X Construction,Family,1,18612,Paid,Everyone,Puzzle,2015-07-28,28,2015,8500,1e+05,1.49,7,1,,2.3
Amadeus GR & CY,Communication,1,4,Free,Everyone,Communication,2018-02-01,1,2018,3800,100,0,2,2,7,4.1
Resume Builder / CV Maker & Templates,Business,1,25,Free,Everyone,Business,2018-01-19,19,2018,7900,5000,0,1,1,0,
Text Free: WiFi Calling App,Social,1,83488,Free,Everyone,Social,2018-07-24,24,2018,,5e+06,0,7,,,
BD Attendance,Productivity,1,93,Free,Everyone,Productivity,2018-07-17,17,2018,14000,1000,0,7,2,3,4.3
Best Wallpapers QHD,Personalization,1,294701,Free,Teen,Personalization,2018-03-17,17,2018,5100,1e+07,0,3,2,,
Mass Effect: Andromeda APEX HQ,Game,0,4490,Free,Everyone 10+,Action,2017-09-21,21,2017,92000,1e+05,0,9,1,18,4.1
Toca Life: City,Education,1,31085,Paid,Everyone,Education,2018-07-06,6,2018,24000,5e+05,3.99,7,1,,4.4
EH kontrollrakendus,Tools,0,43,Free,Everyone,Tools,2017-10-10,10,2017,2300,5000,0,10,3,1,4.1
BV Link,Business,1,10,Free,Everyone,Business,2018-04-11,11,2018,2800,100,0,4,1,3,4.1
Mobitee GPS Golf Free,Sports,1,1904,Free,Everyone,Sports,2018-06-11,11,2018,9900,1e+05,0,6,2,0,2.3
Amtrak,Travel_and_local,0,16815,Free,Everyone,Travel & Local,2018-07-15,15,2018,28000,1e+06,0,7,3,1,5
101 C Programming Problems,Family,1,498,Free,Everyone,Education,2017-10-15,15,2017,5000,50000,0,10,2,0,
CF,Finance,1,2,Free,Everyone,Finance,2016-03-30,30,2016,2000,100,0,3,1,1,4
OSRAM BT Control,Tools,1,2,Free,Everyone,Tools,2017-12-15,15,2017,42000,1000,0,12,1,0,4.4
Ba Zi Fortune,Lifestyle,0,592,Free,Everyone,Lifestyle,2018-01-02,2,2018,2500,1e+05,0,1,1,0,2.3
Cryptocurrency Trading - How To Trade Crypto,Finance,1,1,Free,Everyone,Finance,2018-03-16,16,2018,23000,100,0,3,1,0,4.1
Rolly Vortex,Game,1,98123,Free,Teen,Arcade,2018-05-25,25,2018,40000,1e+07,0,5,1,7,4.1
Shred! Downhill Mountainbiking,Game,0,41683,Free,Everyone,Arcade,2017-02-02,2,2017,63000,1e+06,0,2,1,,2.3
Speed Boat Racing,Sports,0,2487,Free,Everyone,Sports,2018-08-03,3,2018,27000,1e+06,0,8,12,0,
"VPN - Fast, Secure & Unlimited WiFi with VyprVPN",Tools,1,40676,Free,Everyone,Tools,2018-07-05,5,2018,25000,1e+06,0,7,2,27,4.1
"Z Camera - Photo Editor, Beauty Selfie, Collage",Photography,1,1075277,Free,Mature 17+,Photography,2018-08-03,3,2018,47000,1e+08,0,8,4,21,4.1
DW Arabic By dw-arab.com,News_and_magazines,1,386,Free,Everyone,News & Magazines,2017-10-27,27,2017,6000,50000,0,10,3,2,4.1
Couch to 10K Running Trainer,Health_and_fitness,1,10445,Free,Everyone,Health & Fitness,2018-07-02,2,2018,48000,5e+05,0,7,,0,4.4
Lippincott Nursing Advisor,Medical,0,343,Free,Everyone,Medical,2018-05-01,1,2018,26000,50000,0,5,3,3,4.1
Access Point Finder,Lifestyle,0,22,Free,Everyone,Lifestyle,2016-09-06,6,2016,2500,10000,0,9,1,0,3
Development of the child up to a year,Parenting,1,1413,Free,Mature 17+,Parenting,2018-07-20,20,2018,14000,1e+05,0,7,2,9,4.1
ExDialer - Dialer & Contacts,Communication,1,125232,Free,Everyone,Communication,2017-03-05,5,2017,2700,1e+07,0,3,,,2.1
CL Keyboard - Myanmar Keyboard (No Ads),Tools,1,24,Free,Everyone,Tools,2018-06-13,13,2018,3200,5000,0,6,1,1,4.3
Sokoban Land DX,Family,0,46,Paid,Everyone,Puzzle,2018-01-29,29,2018,20000,10000,2.99,1,1,0,2.3
EF Parеnts,Family,1,435,Free,Everyone,Education,2018-06-21,21,2018,17000,50000,0,6,3,1,4.1
ClanManagerTT2,Family,1,55,Free,Everyone,Casual,2018-07-24,24,2018,3300,1000,0,7,2,2,4.4
Power Rangers Dino Charge,Game,1,194969,Free,Everyone 10+,Action,2018-01-29,29,2018,30000,1e+07,0,1,1,4,4.1
"Official QR Code® Reader ""Q""",Productivity,1,3031,Free,Everyone,Productivity,2018-03-23,23,2018,,5e+05,0,3,,,
Theme for Galaxy Note FE,Personalization,1,3,Free,Everyone,Personalization,2017-07-29,29,2017,9200,100,0,7,1,0,
CQ SIGNAL PRO 5,Finance,1,0,Free,Everyone,Finance,2017-04-17,17,2017,1600,10,0,4,4,0,4.1
CI Staff App,Lifestyle,1,0,Free,Everyone,Lifestyle,2017-10-04,4,2017,10000,10,0,10,1,0,4.1
"Moony Lab - Print Photos, Books & Magnets ™",Photography,1,1320,Free,Everyone,Photography,2018-06-27,27,2018,9500,50000,0,6,2,1,4.1
MyRadar NOAA Weather Radar,Weather,1,178934,Free,Everyone,Weather,2018-08-04,4,2018,,1e+07,0,8,,,
24/7 BZ Reis,Travel_and_local,0,421,Free,Everyone,Travel & Local,2018-03-09,9,2018,53000,1e+05,0,3,4,4,4.1
Zombie Tsunami,Game,1,4920817,Free,Everyone 10+,Arcade,2018-06-15,15,2018,,1e+08,0,6,,,
CompTIA Exam Training,Family,1,3053,Free,Everyone,Education,2018-07-03,3,2018,17000,50000,0,7,1,7,4.2
Themes DAF CF 85 Trucks,Personalization,1,2,Free,Teen,Personalization,2016-06-09,9,2016,17000,100,0,6,1,0,
Chess PRO Free,Family,0,1123,Free,Everyone,Board,2016-09-08,8,2016,5700,1e+05,0,9,4,2,2.3
Might & Magic: Elemental Guardians,Game,1,32551,Free,Mature 17+,Role Playing,2018-07-12,12,2018,35000,5e+05,0,7,1,,4.4
Tik Tok - including musical.ly,Social,1,5637451,Free,Teen,Social,2018-08-03,3,2018,59000,1e+08,0,8,8,0,4.1
Ski Safari: Adventure Time,Family,1,48754,Paid,Everyone,Arcade,2014-10-07,7,2014,9300,1e+05,0.99,10,1,5,2.3
Grand Theft Auto: San Andreas,Game,1,348962,Paid,Mature 17+,Action,2015-03-21,21,2015,26000,1e+06,6.99,3,1,8,3
Sommelier.BG,Food_and_drink,1,0,Free,Teen,Food & Drink,2018-07-18,18,2018,,10,0,7,,,
Food Network,Entertainment,1,7813,Free,Teen,Entertainment,2018-07-27,27,2018,,5e+05,0,7,,,
Recipes for hair and face tried,Health_and_fitness,1,1203,Free,Everyone,Health & Fitness,2016-10-16,16,2016,6500,5e+05,0,10,1,2,
China Town Auto Theft 2,Game,1,364,Free,Everyone 10+,Action,2018-05-23,23,2018,67000,50000,0,5,,,
Diary with lock password,Lifestyle,1,179139,Free,Everyone,Lifestyle,2017-11-01,1,2017,9700,5e+06,0,11,3,5,
Offroad Police Car DE,Family,1,9149,Free,Everyone,Simulation,2017-03-15,15,2017,80000,1e+06,0,3,1,3,
DH UFO,Family,0,4,Free,Everyone,Entertainment,2017-06-08,8,2017,8000,1000,0,6,1,,4.1
Tencent Video - Supporting the whole network,Video_players,0,13205,Free,Teen,Video Players & Editors,2018-07-31,31,2018,44000,1e+06,0,7,6,2,3
NBC News,News_and_magazines,1,63020,Free,Everyone 10+,News & Magazines,2018-02-13,13,2018,,5e+06,0,2,,,
e-DN - den digitala tidningen från Dagens Nyheter,News_and_magazines,0,160,Free,Everyone 10+,News & Magazines,2018-05-24,24,2018,32000,50000,0,5,1,3,4.4
Muscle Trigger Point Anatomy,Medical,1,1361,Paid,Everyone,Medical,2018-07-17,17,2018,33000,50000,2.99,7,2,4,
CU SoCal Mobile Banking,Finance,0,253,Free,Everyone,Finance,2018-05-02,2,2018,25000,10000,0,5,4,6,
Helper for Clash Royale (All-in-1),Family,1,6078,Free,Everyone,Entertainment,2017-11-10,10,2017,37000,5e+05,0,11,2,0,4.1
PlayKids - Educational cartoons and games for kids,Entertainment,1,182103,Free,Everyone,Entertainment,2018-07-30,30,2018,,1e+07,0,7,,,
Paw Patrol by ShuffleCards,Family,1,3484,Free,Everyone,Entertainment,2017-03-07,7,2017,56000,1e+06,0,3,1,0,4
JW Caleb y Sofia,Family,1,5227,Free,Everyone,Education,2015-11-20,20,2015,1900,5e+05,0,11,1,0,
"iPair-Meet, Chat, Dating",Dating,1,182986,Free,Mature 17+,Dating,2018-08-02,2,2018,77000,5e+06,0,8,5,0,4.1
Mobile Doc Scanner (MDScan) Lite,Business,1,46505,Free,Everyone,Business,2018-08-02,2,2018,19000,1e+06,0,8,3,4,4.1
Sport.pl LIVE,Sports,1,21733,Free,Mature 17+,Sports,2018-06-29,29,2018,,1e+06,0,6,,,
My Recipes Cookbook : RecetteTek,Food_and_drink,1,11707,Free,Everyone,Food & Drink,2018-06-24,24,2018,,1e+05,0,6,,,
Brilliant Distinctions®,Medical,0,78,Free,Everyone,Medical,2018-06-27,27,2018,72000,50000,0,6,2,2,4.4
Best Western To Go,Travel_and_local,0,2719,Free,Teen,Travel & Local,2018-08-02,2,2018,17000,1e+05,0,8,5,14,4.2
Grubhub: Food Delivery,Food_and_drink,1,155944,Free,Everyone,Food & Drink,2018-08-02,2,2018,35000,5e+06,0,8,7,12,5
Funny Pics,Entertainment,0,9941,Free,Teen,Entertainment,2017-07-07,7,2017,,1e+06,0,7,,,
Jurassic World™ Alive,Game,1,309176,Free,Everyone 10+,Simulation,2018-08-02,2,2018,70000,5e+06,0,8,1,3,4.4
LINE Camera - Photo editor,Photography,1,1517369,Free,Everyone,Photography,2018-03-06,6,2018,,1e+08,0,3,,,
FG On-The-Go,Tools,1,55,Free,Everyone,Tools,2018-06-29,29,2018,25000,1000,0,6,2,1,4.1
BN DB1 App,Productivity,1,2,Free,Everyone,Productivity,2017-12-04,4,2017,34000,50,0,12,1,2,
Turbo Downloader,Tools,0,23348,Free,Everyone,Tools,2018-07-04,4,2018,3200,5e+06,0,7,3,48,
Box,Business,1,159872,Free,Everyone,Business,2018-07-31,31,2018,,1e+07,0,7,,,
BZWBK24 mobile,Finance,1,64959,Free,Everyone,Finance,2018-06-18,18,2018,39000,1e+06,0,6,5,0,4.1
Cute Pet Puppies,Family,0,10447,Free,Everyone,Simulation,2016-02-18,18,2016,36000,1e+06,0,2,1,0,2.3
Free Resume Builder – CV Maker,Business,1,25,Free,Everyone,Business,2018-06-09,9,2018,12000,5000,0,6,1,5,4.4
R Bank,Finance,1,90,Free,Everyone,Finance,2018-05-30,30,2018,13000,5000,0,5,5,9,5
Avast Wi-Fi Finder,Productivity,1,37277,Free,Everyone,Productivity,2018-02-26,26,2018,13000,1e+06,0,2,2,3,
Frequencies Free,Tools,0,382,Free,Everyone,Tools,2018-02-04,4,2018,3100,1e+05,0,2,1,9,
Antenna Tool Premium,Tools,1,14,Paid,Everyone,Tools,2017-10-26,26,2017,2900,500,0.99,10,2,2,
BK Gold App,Finance,1,4,Free,Everyone,Finance,2018-05-25,25,2018,11000,50,0,5,1,0,4.4
Ramfer - CNC Lathe G-code Tool,Productivity,0,5,Paid,Everyone,Productivity,2016-09-26,26,2016,11000,100,2.99,9,2,,3.2
DS note,Productivity,0,2046,Free,Everyone,Productivity,2018-06-11,11,2018,60000,1e+05,0,6,1,10,4.4
Runner 3d like,Game,1,559,Free,Everyone 10+,Action,2018-08-03,3,2018,32000,1e+05,0,8,1,0,4
CA Clarity Mobile Time Manager,Business,0,104,Free,Everyone,Business,2015-05-14,14,2015,5300,10000,0,5,2,0,2.2
Dr.Slender Ep 1 Guide (Eng),Game,0,454,Free,Teen,Arcade,2014-12-02,2,2014,27000,10000,0,12,1,0,2.3
Calculator - unit converter,Productivity,1,287250,Free,Everyone,Productivity,2018-05-09,9,2018,,5e+07,0,5,,,
Q Mobile Banking,Finance,1,460,Free,Everyone,Finance,2018-06-26,26,2018,12000,10000,0,6,5,9,5
Draw Something Classic,Game,1,1092106,Free,Everyone,Word,2018-07-28,28,2018,43000,5e+07,0,7,2,,4.4
Bolt - EV Charging Service,Auto_and_vehicles,0,9,Free,Everyone,Auto & Vehicles,2018-03-23,23,2018,8400,100,0,3,2,2,5
EW Login,Business,1,0,Free,Everyone,Business,2017-12-13,13,2017,5800,10,0,12,1,0,
"Cystic Fibrosis Symptoms, Doctors & Treatments",Health_and_fitness,1,6,Free,Teen,Health & Fitness,2018-04-24,24,2018,9700,100,0,4,1,0,5
5-Minute Clinical Consult,Medical,1,84,Free,Everyone,Medical,2017-12-11,11,2017,6100,10000,0,12,2,7,4.1
iBP Blood Pressure,Medical,1,578,Paid,Everyone,Medical,2014-11-30,30,2014,704,10000,0.99,11,7,0,2.2
Hactar Go,Family,1,97,Paid,Everyone,Board,2018-03-30,30,2018,3500,1000,2.99,3,2,4,4
SKencar,Auto_and_vehicles,0,4806,Free,Everyone,Auto & Vehicles,2018-07-31,31,2018,35000,1e+06,0,7,4,0,
"FIFA - Tournaments, Soccer News & Live Scores",Sports,1,342909,Free,Everyone,Sports,2018-08-03,3,2018,6000,1e+07,0,8,4,3,4.4
All Info about Cg,Family,1,15,Free,Teen,Education,2017-11-10,10,2017,4100,1000,0,11,7,4,2.3
LocaToWeb - Live GPS tracking,Sports,1,200,Paid,Everyone,Sports,2018-08-02,2,2018,3000,1000,2.49,8,3,9,5
Night: DU Launcher Theme,Personalization,1,1419,Free,Everyone,Personalization,2015-10-15,15,2015,485,50000,0,10,1,1,4
"Color Call - Caller Screen, LED Flash",Personalization,1,29485,Free,Everyone,Personalization,2018-07-20,20,2018,9900,1e+06,0,7,1,0,4
"See U - Random video chat, video chat",Social,1,568,Free,Mature 17+,Social,2018-04-13,13,2018,27000,1e+05,0,4,1,4,4.1
Bita and the Animals - Pelos Ares,Family,1,1160,Free,Everyone,Education,2013-05-22,22,2013,37000,1e+05,0,5,1,0,2.2
Cafe.ba,News_and_magazines,0,677,Free,Everyone,News & Magazines,2017-06-07,7,2017,4400,10000,0,6,5,5,4
AKASO DV,Tools,0,99,Free,Everyone,Tools,2018-07-26,26,2018,71000,10000,0,7,,0,4
CK Pharmacies,Health_and_fitness,0,3,Free,Everyone 10+,Health & Fitness,2018-06-28,28,2018,9400,100,0,6,7,4,
Backgrounds (HD Wallpapers),Personalization,1,202474,Free,Teen,Personalization,2017-08-09,9,2017,3000,1e+07,0,8,2,6,4
TED,Education,1,181893,Free,Everyone 10+,Education,2018-07-27,27,2018,18000,1e+07,0,7,3,2,4.1
Analog Clock AW Plus-7,Tools,1,725,Free,Everyone,Tools,2018-03-14,14,2018,3000,1e+05,0,3,2,0,4.3
Doorstep EU,News_and_magazines,1,67,Free,Everyone,News & Magazines,2018-06-26,26,2018,12000,1000,0,6,1,8,4.1
HotSpot Tethering Free/WiFi AP,Tools,0,478,Free,Everyone,Tools,2016-09-12,12,2016,2000,1e+05,0,9,2,3,2.3
Ai File Viewer,Tools,0,66,Free,Everyone,Tools,2018-07-07,7,2018,,10000,0,7,,,
Bitmoji – Your Personal Emoji,Family,1,2312084,Free,Teen,Entertainment,2018-07-25,25,2018,,1e+08,0,7,,,4.3
Wallpapers FN Five seven,Personalization,1,0,Free,Teen,Personalization,2018-04-18,18,2018,13000,10,0,4,1,0,4.1
CP Installer App,Business,1,4,Free,Everyone,Business,2018-07-24,24,2018,24000,100,0,7,5,1,4.1
Dash Tag - Fun Endless Runner!,Family,1,6750,Free,Everyone,Casual,2018-06-13,13,2018,43000,1e+05,0,6,2,0,4.3
AH! Soundboard,Family,1,11,Free,Everyone,Entertainment,2017-09-21,21,2017,2000,100,0,9,1,1,4.1
Modern Counter Terrorist FPS Shoot,Game,0,795,Free,Teen,Action,2017-08-29,29,2017,41000,1e+05,0,8,1,2,2.3
Toca Builders,Family,1,3328,Paid,Everyone,Education,2017-07-13,13,2017,,1e+05,3.99,7,,,
The Washington Post Classic,News_and_magazines,1,23158,Free,Everyone 10+,News & Magazines,2018-07-17,17,2018,,1e+06,0,7,,,
GollerCepte 1903,Sports,1,25172,Free,Everyone,Sports,2018-05-23,23,2018,30000,5e+05,0,5,5,5,4.1
myLPG.eu,Travel_and_local,1,556,Free,Everyone,Travel & Local,2018-07-25,25,2018,4400,50000,0,7,1,,4
CXmodel-ufo,Family,0,19,Free,Everyone,Entertainment,2017-01-19,19,2017,12000,1000,0,1,2,1,2.2
Commission Manager,Productivity,0,12,Free,Everyone,Productivity,2015-03-26,26,2015,2200,1000,0,3,1,0,
