App,Category,Rating,Reviews,Type,content_rating,new_genres,date_update,new_day,new_year,size_kb,new_installs,new_price,new_month_num,new_version,new_subversion,min_android,letters_app,words_app,rate_reviews_install,rate_version_subversion,rate_reviews_size,rate_installs_size,mean_reviews_category,mean_reviews_genres
My baby firework,Parenting,0,4976,Free,Everyone,Parenting,2018-05-28,28,2018,2800,1e+06,0,5,2,4,4,16,3,0.004976,0.5,1.77714285714286,357.142857142857,4971.68421052632,4971.68421052632
"U - Webinars, Meetings & Messenger",Communication,1,6601,Free,Everyone,Communication,2018-07-02,2,2018,31000,5e+05,0,7,4,7,4.1,34,6,0.013202,0.571428571428571,0.212935483870968,16.1290322580645,1284007.25128205,1284007.25128205
Scanner Radio - Fire and Police Scanner,Family,1,175509,Free,Everyone,Entertainment,2018-08-07,7,2018,,1e+07,0,8,,,,39,7,0.0175509,,,,64330.0062836625,109901.17827298
BN Pro ArialXL-b HD Text,Libraries_and_demo,0,24,Free,Everyone,Libraries & Demo,2017-02-05,5,2017,478,1000,0,2,2,3,1.6,24,5,0.024,0.666666666666667,0.0502092050209205,2.09205020920502,15650.9591836735,15650.9591836735
FQ India,Lifestyle,1,0,Free,Everyone,Lifestyle,2018-07-31,31,2018,8900,10,0,7,7,2,4.1,8,2,0,3.5,0,0.00112359550561798,38441.6803652968,38441.6803652968
BN Pro ArialXL Legacy Text,Libraries_and_demo,1,142,Free,Everyone,Libraries & Demo,2017-02-05,5,2017,442,10000,0,2,2,3,1.6,26,5,0.0142,0.666666666666667,0.321266968325792,22.6244343891403,15650.9591836735,15650.9591836735
"JotterPad - Writer, Screenplay, Novel",Productivity,1,57904,Free,Everyone,Productivity,2018-07-01,1,2018,11000,1e+06,0,7,12,8,4.2,37,5,0.057904,1.5,5.264,90.9090909090909,152064.489270386,152064.489270386
Cops N Robbers,Game,0,37789,Free,Teen,Adventure,2018-06-06,6,2018,58000,1e+06,0,6,1,5,4.1,14,3,0.037789,0.2,0.651534482758621,17.2413793103448,651322.235800344,350283.321428571
Geometry Dash SubZero,Game,1,260527,Free,Everyone,Arcade,2017-12-21,21,2017,49000,1e+07,0,12,1,0,4,21,3,0.0260527,0,5.31687755102041,204.081632653061,651322.235800344,337298.201754386
"GO Keyboard - Cute Emojis, Themes and GIFs",Tools,1,4594198,Free,Everyone,Tools,2018-07-31,31,2018,,1e+08,0,7,,,,42,8,0.04594198,,,,300009.696252466,300009.696252466
CT and XR Dose Calculator,Medical,1,3,Paid,Everyone,Medical,2014-01-22,22,2014,97,50,0.99,1,,1,1.6,25,5,0.06,,0.0309278350515464,0.515463917525773,2982.98023715415,2982.98023715415
A Manual of Acupuncture,Medical,0,214,Paid,Everyone,Medical,2017-10-02,2,2017,68000,1000,33.99,10,2,1,4,23,4,0.214,2,0.00314705882352941,0.0147058823529412,2982.98023715415,2982.98023715415
Hostelworld: Hostels & Cheap Hotels Travel App,Travel_and_local,1,17878,Free,Everyone,Travel & Local,2018-07-16,16,2018,28000,1e+06,0,7,6,7,4.1,46,7,0.017878,0.857142857142857,0.6385,35.7142857142857,160462.488721805,160462.488721805
Faceoff DP Battle App,Family,1,38,Free,Everyone,Entertainment,2018-06-15,15,2018,6700,1000,0,6,5,2,4.4,21,4,0.038,2.5,0.00567164179104478,0.149253731343284,64330.0062836625,109901.17827298
Basket Manager 2017 Free,Sports,1,2710,Free,Everyone,Sports,2017-11-27,27,2017,4800,1e+05,0,11,4,0,4.1,24,4,0.0271,0,0.564583333333333,20.8333333333333,102687.961904762,169652.671296296
Messenger for SMS,Communication,1,125257,Free,Teen,Communication,2018-06-06,6,2018,17000,1e+07,0,6,1,8,4.1,17,3,0.0125257,0.125,7.36805882352941,588.235294117647,1284007.25128205,1284007.25128205
TunnelBear VPN,Tools,1,139480,Free,Everyone,Tools,2018-04-19,19,2018,,5e+06,0,4,,,4.1,14,2,0.027896,,,,300009.696252466,300009.696252466
boattheory.ch Full 2018,Family,1,54,Paid,Everyone,Education,2017-11-18,18,2017,50000,1000,19.4,11,3,1,4.2,23,3,0.054,3,0.00108,0.02,64330.0062836625,33912.0745920746
Infinity Dungeon VIP,Family,1,21804,Paid,Everyone 10+,Role Playing,2018-07-03,3,2018,44000,1e+06,0.99,7,2,6,2.3,20,3,0.021804,0.333333333333333,0.495545454545455,22.7272727272727,64330.0062836625,172010.873015873
"Candy selfie - photo editor, live filter camera",Photography,1,53421,Free,Everyone,Photography,2018-08-06,6,2018,26000,1e+07,0,8,2,,,47,8,0.0053421,,2.05465384615385,384.615384615385,379773.567901235,379773.567901235
EP Search and Find,Family,1,20,Free,Everyone,Casual,2015-05-27,27,2015,23000,500,0,5,1,0,2.3,18,4,0.04,0,0.000869565217391304,0.0217391304347826,64330.0062836625,610450.131944445
Van Nien 2018 - Lich Van su & Lich Am,Lifestyle,1,3829,Free,Everyone,Lifestyle,2018-06-01,1,2018,23000,1e+06,0,6,3,9,4.1,37,10,0.003829,0.333333333333333,0.166478260869565,43.4782608695652,38441.6803652968,38441.6803652968
DX Glow - Clock Widget,Personalization,1,5,Paid,Everyone,Personalization,2015-03-20,20,2015,3400,50,0.99,3,2,0,3,22,5,0.1,0,0.00147058823529412,0.0147058823529412,131428.547169811,131428.547169811
Slice: Package Tracker,Shopping,1,16966,Free,Everyone,Shopping,2018-07-12,12,2018,34000,1e+06,0,7,6,10,,22,3,0.016966,0.6,0.499,29.4117647058824,204691.669811321,204691.669811321
Football-CB GO Clock Theme,Personalization,1,26,Free,Everyone,Personalization,2017-03-03,3,2017,5600,1000,0,3,1,0,,26,4,0.026,0,0.00464285714285714,0.178571428571429,131428.547169811,131428.547169811
Ek Qissa He Quran Se (Qurani Waqiyat),Family,1,4,Free,Everyone,Entertainment,2017-10-30,30,2017,2000,100,0,10,1,0,4,37,7,0.04,0,0.002,0.05,64330.0062836625,109901.17827298
ABG Master,Medical,1,2,Paid,Everyone,Medical,2018-08-04,4,2018,1800,50,0.99,8,1,1,4.1,10,2,0.04,1,0.00111111111111111,0.0277777777777778,2982.98023715415,2982.98023715415
Shabad Gurubani Punjabi mp3 free - Ek Onkar Satnam,Family,1,5,Free,Everyone,Entertainment,2018-01-19,19,2018,64000,100,0,1,1,1,4.4,50,9,0.05,1,7.8125e-05,0.0015625,64330.0062836625,109901.17827298
TattooSupplies.eu,Shopping,1,31,Free,Everyone,Shopping,2017-08-09,9,2017,34000,1000,0,8,1,3,4.1,17,1,0.031,0.333333333333333,0.000911764705882353,0.0294117647058824,204691.669811321,204691.669811321
SpongeBob Diner Dash,Family,0,576210,Free,Everyone,Casual,2013-08-22,22,2013,48000,5e+07,0,8,3,25,,20,3,0.0115242,0.12,12.004375,1041.66666666667,64330.0062836625,610450.131944445
DRAGON QUEST II,Family,1,2576,Paid,Everyone,Role Playing,2018-03-09,9,2018,44000,10000,4.99,3,1,0,4,15,3,0.2576,0,0.0585454545454545,0.227272727272727,64330.0062836625,172010.873015873
FP Boss,Finance,1,1,Free,Everyone,Finance,2018-07-27,27,2018,5800,1,0,7,1,0,5,7,2,1,0,0.000172413793103448,0.000172413793103448,44660.4509803922,44660.4509803922
MCQ CE IT,Family,1,22,Free,Everyone,Education,2017-11-07,7,2017,3600,1000,0,11,2,0,4.4,9,3,0.022,0,0.00611111111111111,0.277777777777778,64330.0062836625,33912.0745920746
Royale Tournaments,Family,1,2420,Free,Teen,Entertainment,2018-07-28,28,2018,6700,50000,0,7,5,3,4.1,18,2,0.0484,1.66666666666667,0.361194029850746,7.46268656716418,64330.0062836625,109901.17827298
SilverSingles: The 50+ Dating App,Dating,0,149,Free,Mature 17+,Dating,2018-07-31,31,2018,16000,10000,0,7,4,8,,33,5,0.0149,0.5,0.0093125,0.625,19562.57,19562.57
Lose Weight in 30 Days,Health_and_fitness,1,220125,Free,Everyone,Health & Fitness,2018-07-31,31,2018,11000,1e+07,0,7,1,0,4,22,5,0.0220125,0,20.0113636363636,909.090909090909,59146.6588235294,58696.7965116279
Free games: Masha and the Bear,Family,1,34514,Free,Everyone,Puzzle,2018-07-20,20,2018,60000,5e+06,0,7,1,2,4.1,30,6,0.0069028,0.5,0.575233333333333,83.3333333333333,64330.0062836625,180459.85
Wallpapers Mercedes Benz CL,Personalization,1,2,Free,Teen,Personalization,2017-03-05,5,2017,12000,100,0,3,1,0,4.1,27,4,0.02,0,0.000166666666666667,0.00833333333333333,131428.547169811,131428.547169811
ABCmouse.com,Family,1,50887,Free,Everyone,Education,2018-07-03,3,2018,91000,5e+06,0,7,7,2,4.4,12,1,0.0101774,3.5,0.559197802197802,54.945054945055,64330.0062836625,33912.0745920746
Analog and Digital Clock AW-7,Tools,0,202,Free,Everyone,Tools,2018-03-15,15,2018,2900,50000,0,3,2,0,4.3,29,5,0.00404,0,0.0696551724137931,17.2413793103448,300009.696252466,300009.696252466
DW - Breaking World News,News_and_magazines,1,17671,Free,Everyone 10+,News & Magazines,2018-08-06,6,2018,17000,1e+06,0,8,2,3,4.2,24,5,0.017671,0.666666666666667,1.03947058823529,58.8235294117647,121595.671328671,121595.671328671
Theatre of the Absurd CE(Full),Family,1,1143,Paid,Everyone 10+,Casual,2013-05-21,21,2013,15000,10000,2.99,5,1,0,,30,5,0.1143,0,0.0762,0.666666666666667,64330.0062836625,610450.131944445
BX Memo,Family,1,131,Free,Everyone,Education,2016-11-17,17,2016,2000,5000,0,11,3,3,2.2,7,2,0.0262,1,0.0655,2.5,64330.0062836625,33912.0745920746
AP App for Android™,News_and_magazines,0,188,Free,Everyone,News & Magazines,2016-05-12,12,2016,9900,10000,0,5,1,0,4,19,4,0.0188,0,0.018989898989899,1.01010101010101,121595.671328671,121595.671328671
Block City Wars + skins export,Family,1,762706,Free,Teen,Simulation,2018-03-30,30,2018,28000,1e+07,0,3,6,7,4,30,6,0.0762706,0.857142857142857,27.2395,357.142857142857,64330.0062836625,105866.105263158
eBoox: book reader fb2 epub zip,Books_and_reference,1,21336,Free,Everyone,Books & Reference,2018-06-20,20,2018,23000,1e+06,0,6,1,28,3,31,6,0.021336,0.0357142857142857,0.927652173913043,43.4782608695652,49897.8571428571,49076.9917355372
CTRL-F - Search the real world,Productivity,1,607,Free,Everyone,Productivity,2016-07-24,24,2016,37000,50000,0,7,1,1,,30,6,0.01214,1,0.0164054054054054,1.35135135135135,152064.489270386,152064.489270386
8 Ball Pool,Game,1,14198297,Free,Everyone,Sports,2018-07-31,31,2018,52000,1e+08,0,7,4,0,,11,3,0.14198297,0,273.044173076923,1923.07692307692,651322.235800344,169652.671296296
CCHT PREP,Medical,0,25,Paid,Everyone,Medical,2016-12-08,8,2016,266,1000,10.99,12,1,2,2.1,9,2,0.025,0.5,0.093984962406015,3.7593984962406,2982.98023715415,2982.98023715415
FILL EC,Business,1,13,Free,Everyone,Business,2018-04-23,23,2018,3800,100,0,4,1,0,,7,2,0.13,0,0.00342105263157895,0.0263157894736842,17597.0037878788,17597.0037878788
Multiling O Keyboard + emoji,Productivity,1,30443,Free,Everyone,Productivity,2018-07-03,3,2018,540,1e+06,0,7,0,,2.1,28,5,0.030443,,56.3759259259259,1851.85185185185,152064.489270386,152064.489270386
Photo Studio,Photography,1,477831,Free,Everyone,Photography,2018-07-28,28,2018,51000,1e+07,0,7,2,0,4,12,2,0.0477831,0,9.36923529411765,196.078431372549,379773.567901235,379773.567901235
Google Street View,Travel_and_local,1,2129689,Free,Everyone,Travel & Local,2018-08-06,6,2018,,1e+09,0,8,,,,18,3,0.002129689,,,,160462.488721805,160462.488721805
Nero AirBurn,Video_players,1,1008,Free,Everyone,Video Players & Editors,2015-06-26,26,2015,1700,1e+05,0,6,1,0,4,12,2,0.01008,0,0.592941176470588,58.8235294117647,329225.936170213,326179.12631579
Driving n Parking School 2017,Family,1,15,Free,Everyone,Simulation,2017-05-31,31,2017,46000,1000,0,5,1,0,2.3,29,5,0.015,0,0.000326086956521739,0.0217391304347826,64330.0062836625,105866.105263158
Square Analog Clock AW-7,Tools,1,294,Free,Everyone,Tools,2018-03-10,10,2018,3000,50000,0,3,2,0,4.3,24,4,0.00588,0,0.098,16.6666666666667,300009.696252466,300009.696252466
"Mobile Security: Antivirus, Web Scan & App Lock",Productivity,1,574719,Free,Everyone,Productivity,2018-07-16,16,2018,20000,1e+07,0,7,5,0,4.1,47,8,0.0574719,0,28.73595,500,152064.489270386,152064.489270386
CV S ( CV Editor - Resume ),Business,1,3972,Free,Teen,Business,2018-06-25,25,2018,5600,1e+05,0,6,5,1,4,27,8,0.03972,5,0.709285714285714,17.8571428571429,17597.0037878788,17597.0037878788
Radio K - KUOM,Family,1,39,Free,Everyone,Entertainment,2018-03-09,9,2018,7400,1000,0,3,3,0,4.1,14,4,0.039,0,0.00527027027027027,0.135135135135135,64330.0062836625,109901.17827298
V380s,Libraries_and_demo,0,1919,Free,Everyone,Libraries & Demo,2018-07-11,11,2018,8100,5e+05,0,7,5,9,4.1,5,1,0.003838,0.555555555555556,0.236913580246914,61.7283950617284,15650.9591836735,15650.9591836735
Doctors Care,Medical,1,0,Free,Everyone,Medical,2018-07-24,24,2018,25000,10,0,7,2,0,4.4,12,2,0,0,0,4e-04,2982.98023715415,2982.98023715415
"GO Weather - Widget, Theme, Wallpaper, Efficient",Weather,1,1422858,Free,Everyone,Weather,2018-08-03,3,2018,,5e+07,0,8,,,,48,7,0.02845716,,,,168071.108695652,168071.108695652
CP Connect 2.0,Productivity,1,0,Free,Everyone,Productivity,2017-08-17,17,2017,5800,500,0,8,3,9,,14,3,0,0.333333333333333,0,0.0862068965517242,152064.489270386,152064.489270386
Quizlet: Learn Languages & Vocab with Flashcards,Education,1,211856,Free,Everyone,Education,2018-08-01,1,2018,,1e+07,0,8,,,,48,7,0.0211856,,,,154339.301369863,33912.0745920746
Easy Language Translator,Tools,1,191621,Free,Everyone,Tools,2018-05-29,29,2018,6100,1e+07,0,5,1,43,4,24,3,0.0191621,0.0232558139534884,31.4132786885246,1639.34426229508,300009.696252466,300009.696252466
Fairy Kingdom: World of Magic and Farming,Family,1,129542,Free,Everyone,Strategy,2018-07-23,23,2018,63000,1e+06,0,7,2,4,,41,7,0.129542,0.5,2.05622222222222,15.8730158730159,64330.0062836625,1495469.45614035
Sic Bo,Game,1,1,Paid,Teen,Card,2013-08-27,27,2013,11000,100,1.99,8,1,0,2.2,6,2,0.01,0,9.09090909090909e-05,0.00909090909090909,651322.235800344,187139.371428571
MultiMessage for FB Messenger,Productivity,1,182,Free,Everyone,Productivity,2018-04-28,28,2018,7000,50000,0,4,1,0,4.2,29,4,0.00364,0,0.026,7.14285714285714,152064.489270386,152064.489270386
GroupMe,Communication,1,330761,Free,Everyone,Communication,2018-07-03,3,2018,,1e+07,0,7,,,,7,1,0.0330761,,,,1284007.25128205,1284007.25128205
The Bump Pregnancy Tracker,Health_and_fitness,1,20301,Free,Everyone,Health & Fitness,2018-05-16,16,2018,22000,1e+06,0,5,3,22,4.3,26,4,0.020301,0.136363636363636,0.922772727272727,45.4545454545455,59146.6588235294,58696.7965116279
"Length Converter: convert mm,cm,m, feet,yard,mile",Tools,1,76,Free,Everyone,Tools,2018-04-05,5,2018,2200,50000,0,4,1,4,,49,5,0.00152,0.25,0.0345454545454545,22.7272727272727,300009.696252466,300009.696252466
Series Valley of the Wolves full of part,Events,1,731,Free,Everyone,Events,2017-12-24,24,2017,11000,50000,0,12,2,0,4,40,8,0.01462,0,0.0664545454545455,4.54545454545455,3103.18421052632,3103.18421052632
Nose Surgery ER Simulator Lite,Family,0,269,Free,Teen,Education,2017-06-03,3,2017,39000,50000,0,6,1,0,4,30,5,0.00538,0,0.0068974358974359,1.28205128205128,64330.0062836625,33912.0745920746
ck-modelcars-UK Shop,Shopping,1,69,Free,Everyone,Shopping,2018-06-15,15,2018,6400,5000,0,6,5,29,5,20,2,0.0138,0.172413793103448,0.01078125,0.78125,204691.669811321,204691.669811321
Broken Screen Prank,Family,0,23682,Free,Teen,Casual,2018-06-14,14,2018,9800,1e+06,0,6,6,2,4,19,3,0.023682,3,2.4165306122449,102.040816326531,64330.0062836625,610450.131944445
Chronolink DX,Family,1,7,Paid,Everyone,Puzzle,2017-07-06,6,2017,73000,10,0.99,7,1,2,4.1,13,2,0.7,0.5,9.58904109589041e-05,0.000136986301369863,64330.0062836625,180459.85
UFC,Sports,0,30840,Free,Teen,Sports,2018-05-22,22,2018,,1e+06,0,5,,,,3,1,0.03084,,,,102687.961904762,169652.671296296
BI Barcode Scanner,Productivity,1,0,Paid,Everyone,Productivity,2014-06-13,13,2014,473,10,0.99,6,2,2,2.2,18,3,0,1,0,0.0211416490486258,152064.489270386,152064.489270386
O Launcher,Tools,1,2059,Free,Everyone,Tools,2018-05-22,22,2018,10000,1e+05,0,5,1,1,5,10,2,0.02059,1,0.2059,10,300009.696252466,300009.696252466
BH Táxi,Business,0,91,Free,Everyone,Business,2018-06-07,7,2018,8900,5000,0,6,3,44,,7,2,0.0182,0.0681818181818182,0.0102247191011236,0.561797752808989,17597.0037878788,17597.0037878788
Low Poly – Puzzle art game,Entertainment,1,23063,Free,Everyone,Entertainment,2018-08-03,3,2018,17000,1e+06,0,8,1,0,4.1,26,6,0.023063,0,1.35664705882353,58.8235294117647,356413.698113208,109901.17827298
Pedometer - Step Counter Free & Calorie Burner,Health_and_fitness,1,31139,Free,Everyone,Health & Fitness,2018-07-24,24,2018,6900,1e+06,0,7,1,0,4.1,46,8,0.031139,0,4.51289855072464,144.927536231884,59146.6588235294,58696.7965116279
DK Quiz,Game,1,1628,Free,Everyone,Trivia,2014-04-10,10,2014,34000,50000,0,4,1,3,2.3,7,2,0.03256,0.333333333333333,0.0478823529411765,1.47058823529412,651322.235800344,21447.25
F-Secure Freedome for Business,Business,0,183,Free,Everyone,Business,2018-07-16,16,2018,9900,50000,0,7,2,5,,30,4,0.00366,0.4,0.0184848484848485,5.05050505050505,17597.0037878788,17597.0037878788
MOMOLAND BBoom BBoom,Libraries_and_demo,1,2580,Free,Everyone,Libraries & Demo,2018-03-08,8,2018,20000,1e+05,0,3,2,0,2.3,20,3,0.0258,0,0.129,5,15650.9591836735,15650.9591836735
EU Flags Free Live Wallpaper,Personalization,0,730,Free,Everyone,Personalization,2013-11-18,18,2013,2300,1e+05,0,11,1,,2.1,28,5,0.0073,,0.317391304347826,43.4782608695652,131428.547169811,131428.547169811
Glide - Video Chat Messenger,Communication,1,350154,Free,Everyone,Communication,2018-07-29,29,2018,,1e+07,0,7,,,,28,5,0.0350154,,,,1284007.25128205,1284007.25128205
CamScanner (License),Productivity,1,26358,Paid,Everyone,Productivity,2014-01-17,17,2014,50,5e+05,1.99,1,1,7,2,20,2,0.052716,0.142857142857143,527.16,10000,152064.489270386,152064.489270386
Debra Care Conference,Business,1,0,Free,Everyone,Business,2018-06-15,15,2018,30000,50,0,6,5,29,5,21,3,0,0.172413793103448,0,0.00166666666666667,17597.0037878788,17597.0037878788
AZ Camera - Manual Pro Cam,Photography,0,2332,Free,Everyone,Photography,2015-08-28,28,2015,1600,1e+05,0,8,2,2,5,26,6,0.02332,1,1.4575,62.5,379773.567901235,379773.567901235
Digital FM Brasília DF,Family,1,5,Free,Everyone,Entertainment,2017-09-22,22,2017,1400,100,0,9,1,0,2.3,22,4,0.05,0,0.00357142857142857,0.0714285714285714,64330.0062836625,109901.17827298
Comics Reader,Comics,0,4496,Free,Everyone,Comics,2017-10-29,29,2017,609,1e+05,0,10,2,3,2.3,13,2,0.04496,0.666666666666667,7.38259441707718,164.203612479475,52594.2702702703,52594.2702702703
Cymath - Math Problem Solver,Family,1,10159,Free,Everyone,Education,2018-04-13,13,2018,6400,1e+06,0,4,2,17,4.1,28,5,0.010159,0.117647058823529,1.58734375,156.25,64330.0062836625,33912.0745920746
My Android Device S/W & H/W,Family,1,681,Free,Everyone,Education,2015-11-20,20,2015,2800,50000,0,11,1,1,2.3,27,6,0.01362,1,0.243214285714286,17.8571428571429,64330.0062836625,33912.0745920746
FH Kufstein App,Family,1,9,Free,Everyone,Education,2017-11-20,20,2017,20000,500,0,11,2,3,4.4,15,3,0.018,0.666666666666667,0.00045,0.025,64330.0062836625,33912.0745920746
U-Haul,Travel_and_local,0,852,Free,Everyone,Travel & Local,2018-07-31,31,2018,37000,1e+05,0,7,2,2,4.4,6,1,0.00852,1,0.023027027027027,2.7027027027027,160462.488721805,160462.488721805
Tee and Mo Bath Time Free,Family,0,418,Free,Everyone,Education,2016-11-07,7,2016,97000,1e+05,0,11,1,0,,25,6,0.00418,0,0.00430927835051546,1.03092783505155,64330.0062836625,33912.0745920746
EHS Dongsen Shopping,Shopping,0,3656,Free,Teen,Shopping,2018-08-03,3,2018,9000,1e+06,0,8,4,16,4.1,20,3,0.003656,0.25,0.406222222222222,111.111111111111,204691.669811321,204691.669811321
MC.Fitting,Productivity,1,130,Paid,Everyone,Productivity,2017-05-03,3,2017,3400,1000,8.49,5,12,0,1.6,10,1,0.13,0,0.0382352941176471,0.294117647058824,152064.489270386,152064.489270386
CI SA,Business,1,0,Free,Everyone,Business,2018-06-11,11,2018,10000,10,0,6,1,0,4.1,5,2,0,0,0,0.001,17597.0037878788,17597.0037878788
Nights at Cube Pizzeria 3D – 3,Family,0,15875,Free,Teen,Simulation,2017-03-03,3,2017,40000,1e+06,0,3,1,5,4.2,30,7,0.015875,0.2,0.396875,25,64330.0062836625,105866.105263158
AppClose - The #1 FREE Co-Parenting App,Parenting,0,159,Free,Everyone,Parenting,2018-07-31,31,2018,85000,10000,0,7,2,1,4.4,39,7,0.0159,2,0.00187058823529412,0.117647058823529,4971.68421052632,4971.68421052632
SQLite DB Reader,Tools,0,301,Free,Everyone,Tools,2017-11-28,28,2017,2300,50000,0,11,1,2,4,16,3,0.00602,0.5,0.130869565217391,21.7391304347826,300009.696252466,300009.696252466
NOOK Audiobooks,Books_and_reference,0,2539,Free,Everyone,Books & Reference,2018-07-26,26,2018,8600,5e+05,0,7,,1,4.1,15,2,0.005078,,0.295232558139535,58.1395348837209,49897.8571428571,49076.9917355372
DYPSOET,Family,1,8,Free,Everyone,Education,2018-08-07,7,2018,7400,50,0,8,1,0,4.1,7,1,0.16,0,0.00108108108108108,0.00675675675675676,64330.0062836625,33912.0745920746
AE City Jump,Game,1,804,Free,Everyone,Action,2018-07-18,18,2018,27000,10000,0,7,1,0,4,12,3,0.0804,0,0.0297777777777778,0.37037037037037,651322.235800344,473128.723404255
Breastfeeding Tracker Baby Log,Medical,1,6,Free,Everyone,Medical,2018-07-20,20,2018,23000,100,0,7,1,3,5,30,4,0.06,0.333333333333333,0.000260869565217391,0.00434782608695652,2982.98023715415,2982.98023715415
F-Secure AV Test,Tools,1,1250,Free,Everyone,Tools,2018-03-06,6,2018,241,50000,0,3,1,0,,16,3,0.025,0,5.18672199170125,207.46887966805,300009.696252466,300009.696252466
VivaVideo - Video Editor & Photo Movie,Video_players,1,9879473,Free,Teen,Video Players & Editors,2018-08-04,4,2018,40000,1e+08,0,8,7,2,4.1,38,7,0.09879473,3.5,246.986825,2500,329225.936170213,326179.12631579
Smart File Manager,Productivity,1,17415,Free,Everyone,Productivity,2018-07-05,5,2018,4100,1e+06,0,7,3,5,4,18,3,0.017415,0.6,4.24756097560976,243.90243902439,152064.489270386,152064.489270386
Ice Cream Jump,Family,1,141363,Free,Everyone,Casual,2018-01-21,21,2018,8700,1e+07,0,1,1,20,2.3,14,3,0.0141363,0.05,16.2486206896552,1149.42528735632,64330.0062836625,610450.131944445
